"","site","genotype","array","tag_number","T0","timepoint","growth","number_branches","sa","volume","tle","sav"
"1","Daves","31","11","101",9.973947,"T1",6.153908,6,47.63625,12.475038,16.127855,3.81852544256779
"2","Daves","31","11","101",9.973947,"T2",18.679118,16,91.37616,23.470125,34.806973,3.89329669100612
"3","Daves","31","11","101",9.973947,"3",25.354936,19,179.936279,39.116095,60.161909,4.60005731655985
"4","Daves","1","11","102",8.351011,"T1",0.563029,0,27.533243,6.663877,8.91404,4.13171536629503
"5","Daves","1","11","102",8.351011,"T2",3.262526,3,37.80761,12.407041,12.176566,3.04727049745382
"6","Daves","1","11","102",8.351011,"3",3.629054,12,55.11454,13.910489,15.80562,3.96208501369003
"7","Daves","50","11","104",8.368973,"T1",4.724238,4,43.733776,12.359119,13.093211,3.538583615871
"8","Daves","44","11","108",7.973911,"T1",-0.231327,0,7.742584,2.698469,7.742584,2.86925067510503
"9","Daves","44","11","108",7.973911,"T2",-4.550861,0,10.549157,3.532913,3.191723,2.98596568893715
"10","Daves","44","11","108",7.973911,"3",2.518411,5,17.907793,6.694894,5.710134,2.67484339557878
"11","Daves","13","11","109",9.430051,"T1",-7.390146,0,6.671021,2.008265,2.039905,3.32178323079872
"12","Daves","13","11","109",9.430051,"T2",0.151225,0,8.1457,2.687111,2.19113,3.03139691661416
"13","Daves","13","11","109",9.430051,"3",4.081669,5,14.065687,4.058833,6.272799,3.46545102988963
"14","Daves","7","12","111",8.356634,"T1",1.398862,0,46.335011,16.257368,9.755496,2.85009301628652
"15","Daves","7","12","111",8.356634,"T2",5.006334,4,57.951477,20.564399,14.76183,2.81804865777988
"16","Daves","7","12","111",8.356634,"3",11.202502,6,94.012703,30.68389,25.964332,3.06391083399139
"17","Daves","41","12","112",8.595634,"3",16.083964,9,109.356117,25.139065,36.688224,4.35004710795728
"18","Daves","1","12","113",7.770432,"T1",1.974749,2,27.707504,7.997316,9.745181,3.46460037342528
"19","Daves","1","12","113",7.770432,"T2",5.593872,6,51.801956,17.234788,15.339053,3.00566250075139
"20","Daves","1","12","113",7.770432,"3",13.734261,13,91.771446,27.030931,29.073314,3.39505309676533
"21","Daves","44","12","114",8.069067,"T1",-1.648269,1,21.901802,8.347831,6.420798,2.62365182045492
"22","Daves","44","12","114",8.069067,"T2",1.284173,1,29.475248,12.346143,7.704971,2.38740536214427
"23","Daves","44","12","114",8.069067,"3",3.90074,6,40.315834,14.17984,11.605711,2.8431797537913
"24","Daves","31","12","116",7.548528,"T1",4.630706,2,41.921684,11.699619,12.179234,3.58316659713449
"25","Daves","31","12","116",7.548528,"T2",11.088268,8,63.66951,17.336658,23.267502,3.67253654077966
"26","Daves","31","12","116",7.548528,"3",22.502017,11,135.683548,31.579247,45.769519,4.29660491904699
"27","Daves","3","12","117",7.280578,"T1",-2.63981,0,18.866196,6.543107,4.640768,2.88336962852663
"28","Daves","3","12","117",7.280578,"T2",3.584803,3,34.416809,12.838279,8.225571,2.6807961565565
"29","Daves","3","12","117",7.280578,"3",7.853074,9,63.4398,19.54277,16.078645,3.24620307151954
"30","Daves","36","12","118",8.524968,"T1",-5.264172,0,12.516261,4.561083,3.260796,2.7441423451404
"31","Daves","36","12","118",8.524968,"T2",1.932437,1,16.032227,5.229761,5.193233,3.06557546319994
"32","Daves","36","12","118",8.524968,"3",1.277941,1,21.307865,5.300708,6.471174,4.01981490019824
"33","Daves","50","12","119",7.416405,"T1",-0.200672,0,25.115618,7.326747,7.215733,3.42793575375265
"34","Daves","13","12","120",7.824861,"T1",1.80368,2,26.015499,6.974475,9.628541,3.73010140548213
"35","Daves","13","12","120",7.824861,"T2",1.671104,2,33.917534,9.281238,11.299645,3.65441916261602
"36","Daves","13","12","120",7.824861,"3",-8.512204,0,5.067353,1.237766,2.787441,4.09395071443229
"37","Daves","7","13","121",6.83135,"T1",1.334614,0,27.904669,6.323274,8.165964,4.41300962128163
"38","Daves","7","13","121",6.83135,"T2",3.40217,3,35.063164,10.751544,11.568134,3.26122127203311
"39","Daves","7","13","121",6.83135,"3",1.960419,3,39.692478,8.865029,13.528553,4.47742223967908
"40","Daves","36","13","122",8.965698,"T1",-2.224948,0,30.509651,10.504577,6.74075,2.90441499929031
"41","Daves","36","13","122",8.965698,"T2",2.985144,3,42.337196,14.767529,9.725894,2.86691131603669
"42","Daves","36","13","122",8.965698,"3",1.52905,4,30.641256,8.025906,11.254944,3.81779402848725
"43","Daves","41","13","124",8.562816,"T1",-3.401297,1,17.218639,17.218639,5.161519,1
"44","Daves","41","13","124",8.562816,"T2",2.580395,6,22.908768,4.721118,7.741914,4.85240318077201
"45","Daves","41","13","124",8.562816,"3",4.615033,5,35.403782,8.658607,12.356947,4.08885424641631
"46","Daves","44","13","125",9.037957,"T1",3.263339,2,46.097771,13.900194,12.301296,3.31634011726743
"47","Daves","44","13","125",9.037957,"T2",6.4527899,12,67.58287,19.807173,18.7540859,3.41204017352704
"48","Daves","44","13","125",9.037957,"3",15.3419881,9,98.358841,22.196875,34.096074,4.43120218499226
"49","Daves","62","13","126",7.480359,"T1",4.2429,3,43.92664,14.160964,11.723259,3.10195266367459
"50","Daves","62","13","126",7.480359,"T2",7.82986,9,52.694103,14.311603,19.553119,3.6819148071673
"51","Daves","62","13","126",7.480359,"3",-17.646015,0,10.344016,4.257553,1.907104,2.42956834594895
"52","Daves","13","13","127",7.696587,"T1",-4.363012,0,6.747782,2.033679,3.333575,3.31801724854316
"53","Daves","1","13","128",8.849915,"T1",6.239791,4,48.735645,13.439467,15.089706,3.62630787366791
"54","Daves","1","13","128",8.849915,"T2",5.78385,12,67.724907,18.197609,20.873556,3.72163766129935
"55","Daves","1","13","128",8.849915,"3",9.147773,16,95.934479,23.065874,30.021329,4.1591521309793
"56","Daves","50","13","129",8.098215,"T1",5.877208,6,46.403015,13.090245,13.975423,3.54485458446347
"57","Daves","50","13","129",8.098215,"T2",8.769502,15,70.967018,18.667913,22.744925,3.80155071431927
"58","Daves","50","13","129",8.098215,"3",7.235875,11,90.479385,23.413851,29.9808,3.86435298490624
"59","Daves","31","13","130",9.212535,"T1",-6.101878,0,12.495801,3.611382,3.110657,3.46011609959844
"60","Daves","31","13","130",9.212535,"T2",0.786864,6,15.945302,5.185292,3.897521,3.07510203861229
"61","Daves","31","13","130",9.212535,"3",-0.86019,0,11.041291,2.9126,3.037331,3.79087104305432
"62","Daves","44","14","131",9.347461,"T1",1.199437,0,38.92141,11.532526,10.546898,3.37492497307181
"63","Daves","44","14","131",9.347461,"T2",1.693391,4,50.435844,15.656557,12.240289,3.22138794627708
"64","Daves","44","14","131",9.347461,"3",10.016338,14,75.324692,20.907923,22.256627,3.6026865031022
"65","Daves","13","14","134",7.383592,"T1",-0.460958,3,21.184481,6.43038,6.922634,3.29443687620327
"66","Daves","13","14","134",7.383592,"T2",1.563625,3,25.7377,7.678433,8.486259,3.35194694021554
"67","Daves","13","14","134",7.383592,"3",3.811799,5,29.676924,7.661122,12.298058,3.87370466101441
"68","Daves","41","14","135",6.942979,"3",2.199343,2,15.307115,4.862504,6.746069,3.14799021245021
"69","Daves","3","14","137",8.584842,"3",4.311837,8,38.249996,12.403522,11.884204,3.08380119775657
"70","Daves","36","14","138",7.994432,"T1",4.543439,2,53.513031,16.121073,12.537871,3.31944598228666
"71","Daves","36","14","138",7.994432,"T2",-10.315275,0,22.463324,7.5886,2.222596,2.96014073742192
"72","Daves","36","14","138",7.994432,"3",1.171523,0,24.883369,9.280093,3.394119,2.68137065005706
"73","Daves","31","14","139",10.415485,"T1",3.653984,5,45.057606,12.159379,14.069469,3.70558447104906
"74","Daves","31","14","139",10.415485,"T2",21.20585,10,94.335335,22.11263,35.275319,4.26612913072755
"75","Daves","31","14","139",10.415485,"3",33.120562,18,151.139267,25.724726,68.395881,5.87525274321678
"76","Daves","50","14","140",8.126271,"T1",2.066403,2,36.581726,11.639806,10.192674,3.1428123458415
"77","Daves","50","14","140",8.126271,"T2",-4.663279,1,22.722662,7.90133,5.529395,2.87580217507685
"78","Daves","50","14","140",8.126271,"3",5.757459,4,35.800835,12.700113,11.286854,2.81893830393478
"79","Daves","7","15","141",8.732853,"T1",-0.969189,0,33.466732,10.848815,7.763664,3.08482834300336
"80","Daves","7","15","141",8.732853,"T2",3.179542,2,47.667347,15.32898,10.943206,3.10962288423626
"81","Daves","7","15","141",8.732853,"3",7.828029,4,74.207939,25.237558,18.771235,2.94037715534918
"82","Daves","44","15","142",7.057614,"3",2.652999,2,27.285042,8.708874,6.772503,3.13301604776921
"83","Daves","62","15","144",9.593583,"T1",1.31545,2,45.202473,14.635053,10.909033,3.08864429804251
"84","Daves","62","15","144",9.593583,"T2",9.902143,9,68.658203,20.205625,20.811176,3.39797472238547
"85","Daves","62","15","144",9.593583,"3",9.349792,13,83.306831,20.50087,30.160968,4.06357539948305
"86","Daves","50","15","145",7.516004,"T1",5.757175,4,38.948689,10.217075,13.273179,3.81211736235664
"87","Daves","50","15","145",7.516004,"T2",10.572976,10,67.488205,18.044252,23.846155,3.74014977179436
"88","Daves","50","15","145",7.516004,"3",10.231923,12,98.028053,23.046383,34.078078,4.25351140784218
"89","Daves","1","15","146",7.809601,"T1",-2.281478,0,16.291641,2.783606,5.528123,5.85271083623185
"90","Daves","1","15","146",7.809601,"T2",2.368173,2,26.51804,6.034437,7.896296,4.39445137963989
"91","Daves","1","15","146",7.809601,"3",17.442261,9,85.615952,24.940945,25.338557,3.43274691476205
"92","Daves","41","15","148",8.417048,"T1",-4.180419,0,11.193262,3.1569,4.236629,3.54564984636827
"93","Daves","41","15","148",8.417048,"T2",0.420051,0,11.151465,3.49453,4.65668,3.19112012201927
"94","Daves","41","15","148",8.417048,"3",0.582026000000001,2,11.993173,2.539715,5.238706,4.72225151247286
"95","Daves","3","15","149",7.706176,"T1",-1.655265,0,22.663456,7.013898,6.050911,3.23122121251264
"96","Daves","3","15","149",7.706176,"T2",-1.466832,0,27.050751,9.289076,4.584079,2.91210352891935
"97","Daves","3","15","149",7.706176,"3",2.444571,5,37.755417,12.878551,7.02865,2.93165100639039
"98","Daves","36","15","150",7.11911,"T1",-3.356574,0,13.656547,3.902649,3.762536,3.49930188443798
"99","Daves","36","15","150",7.11911,"T2",1.07028,0,20.080544,6.990843,4.832816,2.87240666111369
"100","Daves","36","15","150",7.11911,"3",1.432992,1,30.922009,9.949792,6.265808,3.10780456516076
"101","Daves","13","16","151",7.271248,"T1",1.617284,1,26.541428,6.277207,8.888532,4.22822251998381
"102","Daves","13","16","151",7.271248,"T2",8.065133,8,40.411621,9.383503,16.953665,4.30666681728561
"103","Daves","13","16","151",7.271248,"3",8.155195,7,55.445755,9.916754,25.10886,5.59111933199109
"104","Daves","1","16","152",7.226232,"T1",0.863508,0,24.402451,6.772609,8.08974,3.60310937778927
"105","Daves","1","16","152",7.226232,"T2",7.387298,10,39.561634,13.280359,15.477038,2.97895817424815
"106","Daves","1","16","152",7.226232,"3",10.170005,8,81.475624,21.077852,25.647043,3.86546143316691
"107","Daves","3","16","153",10.190786,"3",9.994817,18,143.387268,35.066368,47.743423,4.08902535899926
"108","Daves","44","16","156",10.789007,"T1",7.225662,5,67.014893,23.394907,18.014669,2.86450777513243
"109","Daves","44","16","156",10.789007,"T2",15.67578,13,114.411819,34.606972,33.690449,3.30603379573341
"110","Daves","44","16","156",10.789007,"3",15.176165,13,166.524872,47.621148,48.866614,3.49686807214307
"111","Daves","31","16","157",8.172715,"T1",5.058712,4,39.900803,10.759753,13.231427,3.70833819326522
"112","Daves","31","16","157",8.172715,"T2",16.067269,15,76.975403,20.477802,29.298696,3.75896802791628
"113","Daves","31","16","157",8.172715,"3",-24.213427,1,16.856556,6.093138,5.085269,2.76648190144389
"114","Daves","36","16","158",8.523751,"T1",3.384518,3,42.533524,11.917057,11.908269,3.56912986150859
"115","Daves","36","16","158",8.523751,"T2",5.780049,7,61.917114,19.287554,17.688318,3.21021079189201
"116","Daves","36","16","158",8.523751,"3",13.666104,11,97.485023,26.676702,31.354422,3.65431315310266
"117","Daves","62","16","159",8.553196,"T1",-0.836672,2,29.787769,8.555942,7.716524,3.48153002907219
"118","Daves","62","16","159",8.553196,"T2",7.664434,6,54.570412,16.524605,15.380958,3.30237315808759
"119","Daves","62","16","159",8.553196,"3",5.861679,6,86.266457,25.214926,21.242637,3.42124569391955
"120","Daves","13","17","163",8.219562,"T1",-5.750023,0,9.016335,2.123872,2.469539,4.24523464690904
"121","Daves","13","17","163",8.219562,"T2",5.775651,7,18.827835,4.33829,8.24519,4.33992079828688
"122","Daves","13","17","163",8.219562,"3",2.746816,6,26.872332,7.315575,10.992006,3.67330414902451
"123","Daves","41","17","164",8.328667,"T1",6.049884,5,38.443035,11.415063,14.378551,3.36774619640733
"124","Daves","41","17","164",8.328667,"T2",-8.716883,3,20.282494,7.987094,5.661668,2.53940845068306
"125","Daves","41","17","164",8.328667,"3",0.413829000000001,2,18.625248,7.420498,6.075497,2.50997278080258
"126","Daves","7","17","165",8.608008,"T1",0.389062999999998,0,36.166626,11.356628,8.997071,3.18462716221752
"127","Daves","7","17","165",8.608008,"T2",4.61396,3,50.779396,16.831638,13.611031,3.01690162300306
"128","Daves","7","17","165",8.608008,"3",4.027476,4,61.166191,15.439491,17.638507,3.96167146960998
"129","Daves","31","17","166",7.948332,"T1",-1.306773,0,21.251085,6.71424,6.641559,3.16507676222476
"130","Daves","31","17","166",7.948332,"T2",0.646774,1,20.40221,6.221243,7.288333,3.27944270943925
"131","Daves","31","17","166",7.948332,"3",-6.045428,0,3.020667,0.482921,1.242905,6.25499201732789
"132","Daves","50","17","167",7.971973,"T1",-2.792018,0,15.857354,5.532254,5.179955,2.86634597760696
"133","Daves","50","17","167",7.971973,"T2",2.996942,3,28.554565,9.752631,8.176897,2.92788325529798
"134","Daves","50","17","167",7.971973,"3",8.266798,6,49.072094,13.403499,16.443695,3.66114057232369
"135","Daves","36","17","168",9.085603,"T1",2.45449,1,49.227043,15.914198,11.540093,3.09327827893055
"136","Daves","36","17","168",9.085603,"T2",3.42816,4,65.740906,24.642177,14.968253,2.66782054199189
"137","Daves","36","17","168",9.085603,"3",-8.540506,3,26.780066,10.518738,6.427747,2.54593906607428
"138","Daves","62","17","169",7.863658,"T1",1.366402,1,29.212715,8.361596,9.23006,3.49367692483588
"139","Daves","62","17","169",7.863658,"T2",7.085673,5,52.873638,17.247844,16.315733,3.06552158055233
"140","Daves","62","17","169",7.863658,"3",0.522967000000001,9,59.426945,19.735725,16.8387,3.01113564361076
"141","Daves","44","17","170",8.727191,"T1",0.977880000000001,1,32.545475,10.614999,9.705071,3.0659894551097
"142","Daves","44","17","170",8.727191,"T2",9.101,9,59.350796,17.708214,18.806071,3.35159694817332
"143","Daves","44","17","170",8.727191,"3",4.191075,9,66.832901,17.026674,22.997146,3.92518826636371
"144","Daves","31","18","172",9.350462,"T1",-5.857568,0,9.109948,3.300032,3.492894,2.76056353392937
"145","Daves","31","18","172",9.350462,"T2",8.41888,8,18.845869,5.259019,11.911774,3.58353316464535
"146","Daves","31","18","172",9.350462,"3",-0.0790999999999986,8,26.944014,6.900197,11.832674,3.90481807983163
"147","Daves","41","18","173",7.699077,"T1",2.737198,2,28.753035,7.224271,10.436275,3.98006041024762
"148","Daves","41","18","173",7.699077,"T2",0.864599,4,23.26399,4.728506,11.300874,4.91994511585689
"149","Daves","41","18","173",7.699077,"3",9.54053,9,50.408398,12.937525,20.841404,3.89629376561591
"150","Daves","36","18","174",8.970528,"T1",1.662301,0,48.729031,16.662611,10.632829,2.92445349651384
"151","Daves","36","18","174",8.970528,"T2",4.580574,6,44.346626,12.594452,15.213403,3.52112390439854
"152","Daves","36","18","174",8.970528,"3",13.822218,7,105.032837,30.254705,29.035621,3.47161993481675
"153","Daves","3","18","175",8.098509,"T1",1.06432,0,33.051388,11.518316,9.162829,2.86946355699913
"154","Daves","3","18","175",8.098509,"T2",7.29329,5,51.703407,15.604707,16.456119,3.31332123057485
"155","Daves","3","18","175",8.098509,"3",6.647696,7,77.96022,22.878942,23.103815,3.40750984027146
"156","Daves","50","18","176",7.948463,"T1",-2.105368,0,22.757982,7.100817,5.843095,3.20498077897234
"157","Daves","50","18","176",7.948463,"T2",7.020643,7,30.136803,8.180342,12.863738,3.6840517181311
"158","Daves","50","18","176",7.948463,"3",7.465558,7,66.372727,17.95784,20.329296,3.69603064733843
"159","Daves","62","19","181",8.396349,"T1",6.709791,6,44.4189,11.665718,15.10614,3.8076439015584
"160","Daves","62","19","181",8.396349,"T2",-10.955099,0,21.617184,7.496063,4.151041,2.88380500537415
"161","Daves","62","19","181",8.396349,"3",1.249852,5,32.175705,12.151731,5.400893,2.64782893893882
"162","Daves","41","19","183",7.021056,"T1",1.854111,2,30.837639,8.111876,8.875167,3.80154220799233
"163","Daves","36","19","184",8.847122,"T1",1.300966,0,40.214859,10.955915,10.148088,3.67060706476821
"164","Daves","36","19","184",8.847122,"T2",4.74009,4,51.134235,16.485195,14.888178,3.10182773088216
"165","Daves","36","19","184",8.847122,"3",6.947121,5,79.918831,22.352002,21.835299,3.57546634972563
"166","Daves","1","19","185",7.847682,"T1",-2.784909,0,18.381779,5.783737,5.062773,3.17818375904714
"167","Daves","3","19","186",7.487703,"T1",-4.321374,0,13.856845,3.793151,3.166329,3.65312243040153
"168","Daves","3","19","186",7.487703,"T2",4.710729,3,30.938227,11.121921,7.877058,2.78173410870298
"169","Daves","3","19","186",7.487703,"3",7.225135,9,52.917068,17.824001,15.102193,2.96886585677368
"170","Daves","7","19","189",6.692168,"T1",-2.200713,0,14.582355,5.318908,4.491455,2.74160692382722
"171","Daves","7","19","189",6.692168,"T2",0.594196,0,24.932856,9.081117,5.085651,2.74557149742702
"172","Daves","7","19","189",6.692168,"3",1.499187,7,37.621845,12.875258,6.584838,2.92202649453704
"173","Daves","13","19","190",7.277697,"T1",-2.536958,0,11.745921,3.377893,4.740739,3.47729220552575
"174","Daves","13","19","190",7.277697,"T2",3.122164,3,17.915258,26.578363,7.862903,0.674054229750719
"175","Daves","13","19","190",7.277697,"3",3.235927,4,28.363359,7.805259,11.09883,3.63387800456077
"176","Daves","36","20","191",10.568982,"T1",2.177551,0,57.279846,16.266992,12.746533,3.52123158356505
"177","Daves","36","20","191",10.568982,"T2",7.53106,6,74.760414,25.569857,20.277593,2.92377129836901
"178","Daves","36","20","191",10.568982,"3",0.846021,7,82.986778,27.257402,21.123614,3.04455934575129
"179","Daves","3","20","197",8.128202,"T1",0.766925000000001,1,29.770573,6.684167,8.895127,4.45389425488621
"180","Daves","3","20","197",8.128202,"T2",-0.494776,1,30.078642,7.843593,8.400351,3.83480402412517
"181","Daves","3","20","197",8.128202,"3",3.532331,11,45.811008,11.577204,11.932682,3.95700101682582
"182","Daves","50","20","198",9.018113,"T1",-6.31082,0,14.667831,4.398061,2.707293,3.33506765822484
"183","Daves","50","20","198",9.018113,"T2",3.525163,3,26.543949,10.593328,6.232456,2.50572331943276
"184","Daves","50","20","198",9.018113,"3",0.290646,8,36.104282,11.395525,6.523102,3.16828597190564
"185","Daves","13","20","199",9.327672,"T1",4.425791,4,42.101017,10.305994,13.753463,4.08510008835635
"186","Daves","13","20","199",9.327672,"T2",8.896587,9,61.500721,15.088989,22.65005,4.07586757469304
"187","Daves","13","20","199",9.327672,"3",-18.306641,0,17.643322,5.402658,4.343409,3.26567441433457
"188","Daves","7","20","200",7.380193,"T1",2.186013,1,35.743416,10.543445,9.566206,3.390107882196
"189","Daves","7","20","200",7.380193,"T2",3.053521,4,44.868423,14.618066,12.619727,3.06938161313542
"190","Daves","7","20","200",7.380193,"3",8.817281,12,74.484734,22.369202,21.437008,3.32978950254908
"191","Looe","1","1","7",6.418923,"T1",-2.880111,0,10.80739,2.539223,3.538812,4.25617994165932
"192","Looe","1","1","7",6.418923,"T2",1.587423,1,20.430603,5.824276,5.126235,3.50783565201924
"193","Looe","1","1","7",6.418923,"3",8.881372,10,38.837135,9.262885,14.007607,4.19276877560285
"194","Looe","44","1","8",9.755547,"T1",-0.668787,0,37.006336,11.20496,9.08676,3.30267452985107
"195","Looe","44","1","8",9.755547,"T2",-5.216207,0,9.961702,2.824832,3.870553,3.52647591077983
"196","Looe","44","1","8",9.755547,"3",0.683781,0,23.143555,5.990506,4.554334,3.86337230945099
"197","Looe","36","1","9",8.978914,"T1",1.448265,1,47.086426,15.693013,10.427179,3.0004707190391
"198","Looe","36","1","9",8.978914,"T2",7.572397,8,60.739243,20.512135,17.999576,2.96113705374892
"199","Looe","36","1","9",8.978914,"3",7.772409,8,87.274506,26.265743,25.771985,3.32275032158809
"200","Looe","3","1","10",6.081557,"T1",-2.537717,0,11.461655,4.182313,3.54384,2.74050627009504
"201","Looe","3","1","10",6.081557,"T2",-0.166814,0,12.377607,4.770943,3.377026,2.59437327169912
"202","Looe","3","1","10",6.081557,"3",4.159386,5,18.991714,3.830088,7.536412,4.95855813234579
"203","Looe","31","2","13",7.499077,"T1",2.220017,2,31.779095,9.311156,9.719094,3.41301284179966
"204","Looe","31","2","13",7.499077,"T2",6.917599,5,42.340969,10.875709,16.636693,3.89316862008721
"205","Looe","31","2","13",7.499077,"3",6.338041,8,58.867455,16.017855,22.974734,3.67511473914578
"206","Looe","50","2","14",8.623048,"T1",-3.786872,0,18.257015,6.348895,4.836176,2.87562087575869
"207","Looe","50","2","14",8.623048,"T2",3.375351,4,25.958935,6.542173,8.211527,3.96793771733031
"208","Looe","50","2","14",8.623048,"3",5.363517,4,50.427799,61.216076,13.575044,0.823767256823191
"209","Looe","41","2","15",8.723368,"3",6.670638,6,42.242546,11.660167,16.005532,3.62280797522025
"210","Looe","3","2","17",8.186712,"T1",1.558719,2,34.959736,8.75993,9.745431,3.99086933343075
"211","Looe","3","2","17",8.186712,"T2",8.701182,6,51.943336,13.978547,18.446613,3.71593242130244
"212","Looe","3","2","17",8.186712,"3",9.594851,6,86.64621,20.859487,28.041464,4.15380349478393
"213","Looe","7","2","18",8.401778,"T1",3.382245,3,48.566368,18.294244,11.784023,2.65473489913002
"214","Looe","7","2","18",8.401778,"T2",1.679764,3,55.038883,22.259438,13.463787,2.47260883226252
"215","Looe","7","2","18",8.401778,"3",6.486411,6,78.203522,29.30452,19.950198,2.66865050169735
"216","Looe","36","2","19",10.431457,"T1",0.78828,2,46.525528,13.473049,11.219737,3.45322933212816
"217","Looe","36","2","19",10.431457,"T2",1.564647,3,46.778488,14.5315,12.784384,3.21910938306438
"218","Looe","36","2","19",10.431457,"3",4.748617,6,62.330208,17.750748,17.533001,3.5114130401716
"219","Looe","3","3","21",7.282414,"3",8.188812,8,69.028954,18.428091,20.054125,3.74585484736319
"220","Looe","1","3","29",7.14955,"T1",0.947509,0,27.146021,7.548593,8.097059,3.59616964379984
"221","Looe","1","3","29",7.14955,"T2",4.192458,5,39.602345,12.95707,12.289517,3.05642749479628
"222","Looe","1","3","29",7.14955,"3",5.985108,5,56.38739,17.42933,18.274625,3.23520123837233
"223","Looe","36","3","30",10.165267,"T1",2.616101,2,46.83419,14.004825,12.781368,3.34414674942386
"224","Looe","36","3","30",10.165267,"T2",5.967882,4,71.952621,23.265945,18.74925,3.0926154514678
"225","Looe","36","3","30",10.165267,"3",13.625418,6,113.907738,35.308526,32.374668,3.22606891038159
"226","Looe","41","4","31",9.481329,"T1",-6.22267,0,9.267052,2.584831,3.258659,3.58516746355951
"227","Looe","41","4","31",9.481329,"T2",1.71735,2,11.805236,2.747195,4.976009,4.29719623106478
"228","Looe","41","4","31",9.481329,"3",4.550169,4,21.281168,3.567966,9.526178,5.96450975149427
"229","Looe","50","4","32",8.316473,"T1",-4.858593,0,7.835121,2.641344,3.45788,2.96633872755688
"230","Looe","50","4","32",8.316473,"T2",3.746616,3,17.329813,4.792838,7.204496,3.61577274257966
"231","Looe","50","4","32",8.316473,"3",5.129924,5,30.504725,9.226396,12.33442,3.30624493030648
"232","Looe","44","4","34",8.729765,"T1",2.551257,3,35.427418,8.965813,11.281022,3.95138934974441
"233","Looe","44","4","34",8.729765,"T2",10.744825,9,64.214607,16.624434,22.025847,3.86266425671996
"234","Looe","44","4","34",8.729765,"3",17.170601,14,122.435493,29.644083,39.196448,4.13018318023195
"235","Looe","36","4","35",8.733731,"T1",-5.784838,0,8.468132,2.375182,2.948893,3.56525605195728
"236","Looe","36","4","35",8.733731,"T2",0.130537,0,8.84881,3.520137,3.07943,2.51376864025463
"237","Looe","36","4","35",8.733731,"3",1.097659,1,12.91698,4.495011,4.177089,2.87362589324031
"238","Looe","62","4","36",9.054286,"T1",1.271587,2,34.594418,11.720816,10.325873,2.95153665069053
"239","Looe","62","4","36",9.054286,"T2",8.036144,6,61.777515,20.337469,18.362017,3.0376206105096
"240","Looe","62","4","36",9.054286,"3",10.989142,7,98.735619,98.735619,29.351159,1
"241","Looe","1","4","40",8.239419,"T1",-4.878939,0,10.487484,3.423063,3.36048,3.06377183242026
"242","Looe","1","4","40",8.239419,"T2",0.452345,0,15.449011,5.106386,3.812825,3.02542953078753
"243","Looe","1","4","40",8.239419,"3",6.39122,6,24.447165,7.101753,10.204045,3.44241273950249
"244","Looe","31","5","41",8.032514,"T1",3.923329,2,35.784378,9.610044,11.955843,3.72364351297455
"245","Looe","31","5","41",8.032514,"T2",7.205418,6,57.046818,15.351737,19.161261,3.71598458207042
"246","Looe","31","5","41",8.032514,"3",-15.616602,0,18.801893,5.208757,3.544659,3.60966983101727
"247","Looe","44","5","42",9.608008,"T1",2.062668,0,46.907261,14.416803,11.670676,3.2536520752902
"248","Looe","44","5","42",9.608008,"T2",10.863033,7,76.865707,21.901602,22.533709,3.50959290557832
"249","Looe","44","5","42",9.608008,"3",11.2436,10,102.443817,28.911844,33.777309,3.54331660754672
"250","Looe","50","5","43",9.033994,"T1",0.562246999999999,0,35.937489,10.396668,9.596241,3.45663524121382
"251","Looe","50","5","43",9.033994,"T2",6.01375,5,52.005932,15.469425,15.609991,3.36185294540683
"252","Looe","50","5","43",9.033994,"3",18.161652,10,105.853546,27.302933,33.771643,3.87700273813073
"253","Looe","62","5","44",9.342276,"3",14.385007,12,133.509644,40.202798,42.333355,3.32090428133883
"254","Looe","36","5","45",10.082263,"T1",3.421289,2,63.915806,20.790739,13.503552,3.07424406607192
"255","Looe","36","5","45",10.082263,"T2",5.080776,6,70.905319,22.159532,18.584328,3.19976608711772
"256","Looe","36","5","45",10.082263,"3",5.172326,8,62.575073,17.147867,23.756654,3.64914615911122
"257","Looe","13","5","47",7.899937,"T1",0.449070999999999,0,22.475918,5.724079,8.349008,3.92655621978662
"258","Looe","13","5","47",7.899937,"T2",2.066666,3,28.143629,7.63969,10.415674,3.68387054972126
"259","Looe","13","5","47",7.899937,"3",6.773995,6,47.589409,12.836483,17.189669,3.70735574533928
"260","Looe","1","5","48",7.014389,"3",12.180828,12,77.171249,20.92617,26.898161,3.68778658493169
"261","Looe","41","5","49",9.559787,"T1",4.156192,4,41.241703,9.988583,13.715979,4.12888424714497
"262","Looe","41","5","49",9.559787,"T2",4.148482,7,50.417301,12.434993,17.864461,4.05446959238337
"263","Looe","41","5","49",9.559787,"3",6.145105,7,70.38485,17.946483,24.009566,3.92192999597748
"264","Looe","3","5","50",7.707844,"T1",2.737967,3,32.26796,8.613577,10.445811,3.74617420846183
"265","Looe","3","5","50",7.707844,"T2",4.102414,5,40.712917,9.314672,14.548225,4.37083742723308
"266","Looe","3","5","50",7.707844,"3",1.031672,5,47.374401,12.693063,15.579897,3.73230645747209
"267","Looe","50","6","51",8.177941,"T1",4.167771,3,43.588802,13.273894,12.345712,3.28379916247636
"268","Looe","41","6","52",8.233462,"T1",3.20492,3,34.759983,9.465595,11.438382,3.67224490378048
